Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Original_Action,Unsupervised_Prediction,Supervised_Prediction,Risk_label
64382,53,40543,53,278,102,176,2,30,1,1,allow,0,0,Normal
58803,443,12977,443,5166,700,4466,16,15,7,9,allow,1,0,Potential Threat
55816,53,28988,53,212,108,104,2,30,1,1,allow,0,0,Normal
50265,21544,58613,21544,390,266,124,6,1200,4,2,allow,1,0,Potential Threat
55646,53,12583,53,780,93,687,2,30,1,1,allow,0,0,Normal
46663,53,46663,53,209,83,126,2,30,1,1,allow,0,0,Normal
19570,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
39098,51505,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
60558,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50708,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56275,53,54180,53,177,94,83,2,30,1,1,allow,0,0,Normal
52123,46261,33776,46261,70,70,0,1,4,1,0,allow,1,0,Potential Threat
53043,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
6881,34190,52438,34190,509,150,359,2,1200,1,1,allow,1,0,Potential Threat
64976,53,35202,53,229,102,127,2,30,1,1,allow,0,0,Normal
55732,53,1656,53,194,102,92,2,30,1,1,allow,0,0,Normal
37336,443,19104,443,995086,50081,945005,1281,216,515,766,allow,1,0,Potential Threat
49788,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53920,443,44819,443,499,425,74,4,0,3,1,allow,0,0,Normal
60247,443,21929,443,12256,5443,6813,33,437,18,15,allow,1,0,Potential Threat
56428,80,32588,80,17247,1619,15628,26,25,11,15,allow,1,0,Potential Threat
61732,443,11286,443,8655,2300,6355,24,21,12,12,allow,1,0,Potential Threat
57987,56125,0,0,90,90,0,1,0,1,0,deny,1,1,High Risk
51720,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
61738,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57092,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65249,53,21680,53,182,102,80,2,30,1,1,allow,0,0,Normal
51535,44847,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
57259,53,43312,53,199,102,97,2,31,1,1,allow,0,0,Normal
56966,35440,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
42298,40031,17629,40031,148,86,62,2,30,1,1,allow,1,0,Potential Threat
26900,27017,57216,27017,422,164,258,6,30,3,3,allow,1,0,Potential Threat
53521,8999,10502,8999,312,186,126,5,15,3,2,allow,1,0,Potential Threat
17213,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
59965,36237,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
51443,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56702,53,49433,53,168,78,90,2,30,1,1,allow,0,0,Normal
60537,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
18655,44847,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
62743,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
58701,27030,9286,27030,70,70,0,1,5,1,0,allow,1,0,Potential Threat
49778,53,15143,53,255,102,153,2,29,1,1,allow,0,0,Normal
53037,80,8932,80,2906,1233,1673,24,92,13,11,allow,1,0,Potential Threat
65064,53,44516,53,338,110,228,2,30,1,1,allow,0,0,Normal
6712,5632,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
56826,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
51733,30688,48958,30688,70,70,0,2,8,2,0,allow,1,0,Potential Threat
52036,80,8626,80,366,240,126,7,24,5,2,allow,0,0,Normal
33215,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49242,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53928,15503,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56409,53,61903,53,199,102,97,2,31,1,1,allow,0,0,Normal
0,0,0,0,98,98,0,1,0,1,0,deny,1,1,High Risk
50521,80,1574,80,454,262,192,8,25,5,3,allow,1,0,Potential Threat
63191,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
36080,26467,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
16387,20045,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
55443,443,53890,443,12806,2828,9978,55,2983,24,31,allow,1,0,Potential Threat
3764,9694,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55356,53,43051,53,756,95,661,2,31,1,1,allow,0,0,Normal
52501,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52600,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
51830,42707,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
5223,32965,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
50178,53,59652,53,178,94,84,2,29,1,1,allow,0,0,Normal
49507,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
26324,30188,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
59964,443,4370,443,48525,4928,43597,111,660,55,56,allow,1,0,Potential Threat
56252,53,39340,53,228,110,118,2,30,1,1,allow,0,0,Normal
42595,443,31051,443,1093,606,487,11,15,7,4,allow,0,0,Normal
50398,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64087,50265,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
49370,443,17640,443,350,210,140,6,16,4,2,allow,0,0,Normal
49404,53,39531,53,253,102,151,2,30,1,1,allow,0,0,Normal
49738,443,52506,443,3085,1404,1681,15,15,7,8,allow,1,0,Potential Threat
56167,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60239,53,53135,53,219,102,117,2,30,1,1,allow,0,0,Normal
33525,443,32155,443,8088,2191,5897,28,508,13,15,allow,1,0,Potential Threat
56082,53,50090,53,271,88,183,4,38,2,2,allow,0,0,Normal
53903,51339,21513,51339,70,70,0,2,7,2,0,allow,1,0,Potential Threat
37008,42707,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64255,53,15083,53,260,86,174,2,30,1,1,allow,0,0,Normal
50584,8999,10076,8999,161,161,0,1,1200,1,0,allow,1,0,Potential Threat
65344,46824,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
15503,42286,2173,42286,480,149,331,2,1200,1,1,allow,1,0,Potential Threat
50572,80,21152,80,132,132,0,2,8,2,0,allow,0,0,Normal
55610,23383,13424,23383,70,70,0,1,5,1,0,allow,1,0,Potential Threat
49538,53,45151,53,748,94,654,2,30,1,1,allow,0,0,Normal
55713,47783,26233,47783,70,70,0,1,5,1,0,allow,1,0,Potential Threat
57013,53,60365,53,172,88,84,2,30,1,1,allow,0,0,Normal
29016,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
53232,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
12694,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
26386,53,26386,53,231,90,141,2,30,1,1,allow,0,0,Normal
56327,53,4067,53,178,94,84,2,30,1,1,allow,0,0,Normal
54086,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
63984,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63621,30188,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
50265,60276,27315,60276,481,150,331,2,1200,1,1,allow,1,0,Potential Threat
57685,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
44847,6882,30467,6882,502,150,352,2,1200,1,1,allow,1,0,Potential Threat
42587,443,6188,443,7733,1203,6530,21,15,12,9,allow,1,0,Potential Threat
55897,53,23504,53,770,102,668,2,30,1,1,allow,0,0,Normal
59994,53,59994,53,462,158,304,4,31,2,2,allow,0,0,Normal
59119,53,4964,53,168,78,90,2,30,1,1,allow,0,0,Normal
61066,53,0,0,283,78,205,2,29,1,1,allow,0,0,Normal
55025,53,22515,53,183,94,89,2,30,1,1,allow,0,0,Normal
63628,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
57595,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53607,51631,7980,51631,70,70,0,2,8,2,0,allow,1,0,Potential Threat
55421,53,44471,53,200,102,98,2,30,1,1,allow,0,0,Normal
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
57043,53,5828,53,735,88,647,2,31,1,1,allow,0,0,Normal
64255,53,2166,53,332,102,230,2,30,1,1,allow,0,0,Normal
56919,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60842,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
60962,53,0,0,180,80,100,2,31,1,1,allow,0,0,Normal
58177,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60610,443,53274,443,187258,9720,177538,225,211,86,139,allow,1,0,Potential Threat
51880,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56131,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65049,53,51039,53,184,94,90,2,30,1,1,allow,0,0,Normal
49835,53,23738,53,168,86,82,2,30,1,1,allow,0,0,Normal
51244,50432,0,0,100,100,0,1,0,1,0,deny,1,1,High Risk
49892,443,65121,443,1820,1101,719,18,73,10,8,allow,1,0,Potential Threat
64681,35993,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
60601,53,19741,53,451,86,365,2,30,1,1,allow,0,0,Normal
50931,80,59351,80,7978844,97517,7881327,6752,120,1393,5359,allow,1,0,Potential Threat
60387,32087,24462,32087,320,140,180,6,7,3,3,allow,1,0,Potential Threat
36400,51505,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56993,80,53078,80,214,140,74,4,35,3,1,allow,0,0,Normal
54438,443,22711,443,8198,1975,6223,24,361,11,13,allow,1,0,Potential Threat
58022,8800,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
54263,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64534,53,37006,53,214,110,104,2,30,1,1,allow,0,0,Normal
55375,53,47639,53,214,110,104,2,30,1,1,allow,0,0,Normal
59599,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
33941,37807,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
3765,64147,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
42154,80,50458,80,73277,3302,69975,102,16,52,50,allow,1,0,Potential Threat
15819,3389,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
64104,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
52891,443,27899,443,320255,9207,311048,343,117,107,236,allow,1,0,Potential Threat
55633,53,59677,53,195,102,93,2,30,1,1,allow,0,0,Normal
54955,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49159,23,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
61570,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
33418,443,42698,443,4764,1876,2888,22,81,10,12,allow,1,0,Potential Threat
55791,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55034,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52025,42442,45647,42442,70,70,0,1,4,1,0,allow,1,0,Potential Threat
62141,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
41815,50265,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
45908,33330,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
63772,35440,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
62452,21247,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56582,23718,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
65388,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55684,53,8013,53,214,110,104,2,30,1,1,allow,0,0,Normal
57013,80,33223,80,526,304,222,8,30,5,3,allow,0,0,Normal
57440,443,35509,443,8200,2465,5735,30,18,14,16,allow,1,0,Potential Threat
65207,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
64122,53,64122,53,220,90,130,2,30,1,1,allow,1,0,Potential Threat
53674,31724,4834,31724,70,70,0,2,7,2,0,allow,1,0,Potential Threat
60903,443,60903,443,13557,3307,10250,43,47,25,18,allow,1,0,Potential Threat
56289,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
61693,443,50704,443,12203,3519,8684,65,18,35,30,allow,1,0,Potential Threat
4910,2149,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
39148,443,64587,443,6818,1800,5018,30,271,16,14,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49216,53,31679,53,789,110,679,2,29,1,1,allow,0,0,Normal
63935,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56163,53,47516,53,265,85,180,4,41,2,2,allow,0,0,Normal
64825,53,38972,53,184,94,90,2,30,1,1,allow,0,0,Normal
62327,443,62327,443,1210,637,573,14,51,7,7,allow,1,0,Potential Threat
54109,36829,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49630,53,20567,53,374,126,248,2,30,1,1,allow,0,0,Normal
63513,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49767,53,46615,53,200,102,98,2,31,1,1,allow,0,0,Normal
55031,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49483,7000,49483,7000,755531,16955,738576,785,16,265,520,allow,1,0,Potential Threat
41700,443,15367,443,167721,6935,160786,185,77,68,117,allow,1,0,Potential Threat
51635,80,49291,80,318,192,126,6,39,4,2,allow,0,0,Normal
56684,443,53117,443,7907,1918,5989,20,15,11,9,allow,1,0,Potential Threat
49555,53,24625,53,193,102,91,2,30,1,1,allow,0,0,Normal
50558,80,10581,80,318,192,126,6,26,4,2,allow,0,0,Normal
53372,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
62347,25,62347,25,291,126,165,4,0,2,2,deny,1,1,High Risk
42718,443,45721,443,7341,2111,5230,18,135,8,10,allow,1,0,Potential Threat
49743,80,24003,80,2981,473,2508,9,16,5,4,allow,1,0,Potential Threat
55525,443,64786,443,5200,2825,2375,18,155,9,9,allow,1,0,Potential Threat
38941,443,59649,443,13623,2693,10930,22,123,10,12,allow,1,0,Potential Threat
57260,51221,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55201,26467,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
17008,35440,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
62337,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
34112,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
10166,44847,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
55580,53,22194,53,788,108,680,2,30,1,1,allow,0,0,Normal
26900,27017,24961,27017,168,82,86,2,30,1,1,allow,1,0,Potential Threat
63539,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61151,443,65420,443,121129,5559,115570,157,640,51,106,allow,1,0,Potential Threat
64535,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
64193,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50219,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50693,443,50693,443,19125,2345,16780,37,128,15,22,allow,1,0,Potential Threat
38320,51505,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
64937,53,10087,53,182,93,89,2,31,1,1,allow,0,0,Normal
53090,59356,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55145,11392,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
54074,443,19199,443,72465,3991,68474,98,169,43,55,allow,1,0,Potential Threat
60857,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
40500,53,40500,53,203,82,121,2,30,1,1,allow,0,0,Normal
56893,53,37100,53,170,87,83,2,31,1,1,allow,0,0,Normal
22587,30188,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
27988,40027,35628,40027,140,78,62,2,30,1,1,allow,1,0,Potential Threat
60473,22170,57823,22170,1599,743,856,13,36,7,6,allow,1,0,Potential Threat
55244,53,5418,53,186,102,84,2,29,1,1,allow,0,0,Normal
49905,443,37995,443,798502,33164,765338,927,103,379,548,allow,1,0,Potential Threat
46423,443,25968,443,1340,760,580,14,39,8,6,allow,1,0,Potential Threat
52184,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
50717,80,28545,80,1649,963,686,7,15,5,2,allow,0,0,Normal
53629,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
59763,443,10249,443,24828,8387,16441,80,111,44,36,allow,1,0,Potential Threat
53734,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64527,53,58780,53,228,102,126,2,30,1,1,allow,0,0,Normal
49628,35440,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
57459,51505,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56739,53,56739,53,825,99,726,2,30,1,1,allow,0,0,Normal
49914,53,39261,53,815,95,720,2,30,1,1,allow,0,0,Normal
14997,57470,0,0,72,72,0,1,0,1,0,deny,1,1,High Risk
55454,53,60200,53,202,103,99,2,31,1,1,allow,0,0,Normal
36287,443,35494,443,6419,2962,3457,25,148,12,13,allow,1,0,Potential Threat
46849,36237,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
63913,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
26783,443,21530,443,22489,15918,6571,39,26,21,18,allow,1,0,Potential Threat
56560,53,17987,53,199,102,97,2,30,1,1,allow,0,0,Normal
56581,443,17747,443,4884,1015,3869,17,25,9,8,allow,1,0,Potential Threat
58331,443,26953,443,31515,26798,4717,91,82,49,42,allow,1,0,Potential Threat
22678,443,22678,443,18172,3573,14599,39,26,20,19,allow,1,0,Potential Threat
49667,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57223,443,27688,443,24283,14945,9338,46,318,26,20,allow,1,0,Potential Threat
39617,50584,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
38427,443,30130,443,12591,2902,9689,40,55,19,21,allow,1,0,Potential Threat
56625,443,59240,443,7888,1899,5989,20,15,11,9,allow,1,0,Potential Threat
41882,443,10450,443,7218,4166,3052,38,133,19,19,allow,1,0,Potential Threat
58858,443,41294,443,318,192,126,6,26,4,2,allow,0,0,Normal
51862,27758,32851,27758,70,70,0,2,7,2,0,allow,1,0,Potential Threat
60939,53,60939,53,237,91,146,2,32,1,1,allow,0,0,Normal
65319,80,8384,80,2284,484,1800,10,133,6,4,allow,1,0,Potential Threat
39869,53,19258,53,394,80,314,4,29,2,2,allow,0,0,Normal
55240,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
39423,443,60458,443,121145,3578,117567,128,77,39,89,allow,1,0,Potential Threat
56622,53,10987,53,214,110,104,2,30,1,1,allow,0,0,Normal
46349,51505,0,0,70,70,0,1,0,1,0,deny,0,1,Known Attack
16994,57866,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
50928,443,1946,443,3347,2025,1322,31,34,18,13,allow,1,0,Potential Threat
54874,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
45860,443,61779,443,12852,3554,9298,35,24,19,16,allow,1,0,Potential Threat
54695,80,64600,80,2001,1107,894,13,150,7,6,allow,1,0,Potential Threat
61988,443,61988,443,4338,1431,2907,19,30,11,8,allow,1,0,Potential Threat
59785,14914,0,0,143,143,0,1,0,1,0,deny,0,1,Known Attack
45908,33330,45908,33330,124,60,64,3,5,2,1,allow,1,0,Potential Threat
56544,53,54094,53,224,102,122,2,30,1,1,allow,0,0,Normal
54011,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
64306,53,29347,53,216,110,106,2,31,1,1,allow,0,0,Normal
49303,443,12405,443,10844,5117,5727,42,17,25,17,allow,1,0,Potential Threat
63985,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61670,57470,0,0,74,74,0,1,0,1,0,deny,1,1,High Risk
47795,443,48531,443,8708,3949,4759,22,21,11,11,allow,1,0,Potential Threat
50990,23884,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49646,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49373,443,19953,443,1857,1218,639,18,104,11,7,allow,1,0,Potential Threat
54204,443,58891,443,499,425,74,4,0,3,1,allow,0,0,Normal
50888,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
46617,53,46617,53,213,87,126,2,30,1,1,allow,0,0,Normal
55483,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
45641,443,12763,443,99276,88410,10866,143,333,78,65,allow,1,0,Potential Threat
47595,33439,0,0,106,106,0,1,60,1,0,allow,1,0,Potential Threat
58681,123,50487,123,184,94,90,2,30,1,1,allow,0,0,Normal
60136,56205,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
27328,21247,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
48706,23393,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
50485,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52164,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64339,18375,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55980,123,7764,123,184,94,90,2,30,1,1,allow,0,0,Normal
27005,27015,49738,27015,893,126,767,2,30,1,1,allow,1,0,Potential Threat
54006,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56658,443,31194,443,8007,1987,6020,20,15,11,9,allow,1,0,Potential Threat
54223,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49327,53,15373,53,396,102,294,2,30,1,1,allow,0,0,Normal
54021,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
53814,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
64688,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53431,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49982,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
51608,443,59688,443,4646,2347,2299,17,34,9,8,allow,1,0,Potential Threat
53597,53,0,0,233,85,148,2,30,1,1,allow,0,0,Normal
52337,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
45937,53,13210,53,241,78,163,2,30,1,1,allow,0,0,Normal
58677,28678,3047,28678,1806,1806,0,22,225,22,0,allow,1,0,Potential Threat
21542,57470,0,0,74,74,0,1,0,1,0,deny,1,1,High Risk
58791,443,11218,443,5167,700,4467,16,15,7,9,allow,1,0,Potential Threat
21998,51221,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
56186,53,36968,53,198,102,96,2,30,1,1,allow,0,0,Normal
51406,443,38367,443,8186,2146,6040,29,33,16,13,allow,1,0,Potential Threat
52118,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
59837,80,33837,80,830733,17622,813111,789,66,245,544,allow,1,0,Potential Threat
55752,53,6985,53,200,102,98,2,30,1,1,allow,0,0,Normal
0,0,0,0,98,98,0,1,0,1,0,deny,1,1,High Risk
53448,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56782,49135,47020,49135,70,70,0,2,8,2,0,allow,1,0,Potential Threat
51658,80,20246,80,44842,2446,42396,73,255,34,39,allow,1,0,Potential Threat
60485,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
42566,443,31210,443,10127,4193,5934,30,24,17,13,allow,1,0,Potential Threat
55034,443,55034,443,154907,10748,144159,217,20,101,116,allow,1,0,Potential Threat
53168,23074,22420,23074,958,454,504,14,21,8,6,allow,1,0,Potential Threat
59411,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
53212,443,49183,443,4681,2403,2278,19,135,10,9,allow,1,0,Potential Threat
62125,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
62297,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50185,443,5992,443,6350,1071,5279,18,42,10,8,allow,1,0,Potential Threat
50181,64147,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
41314,80,2894,80,1723,438,1285,10,136,6,4,allow,1,0,Potential Threat
51445,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
64124,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
4650,53,4650,53,300,90,210,2,29,1,1,allow,1,0,Potential Threat
53853,39723,8770,39723,1890,1010,880,13,16,8,5,allow,1,0,Potential Threat
53337,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
27464,53,27464,53,233,90,143,2,32,1,1,allow,0,0,Normal
49554,53,50726,53,210,110,100,2,30,1,1,allow,0,0,Normal
26900,27017,1081,27017,422,164,258,6,29,3,3,allow,1,0,Potential Threat
58338,3369,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
52010,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65268,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
53015,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57487,443,7890,443,17065,11570,5495,76,218,39,37,allow,1,0,Potential Threat
42745,50011,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
52802,443,30052,443,4202,1924,2278,27,80,13,14,allow,1,0,Potential Threat
52430,35440,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
50584,49533,38774,49533,161,161,0,1,1200,1,0,allow,1,0,Potential Threat
50226,443,45230,443,7726,4613,3113,21,137,11,10,allow,1,0,Potential Threat
443,41545,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
54677,5228,25400,5228,6679,2730,3949,43,4309,23,20,allow,1,0,Potential Threat
52781,57470,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
50487,80,25708,80,378,192,186,7,21,4,3,allow,0,0,Normal
1238,51505,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
64289,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
65083,53,18755,53,198,94,104,2,30,1,1,allow,0,0,Normal
49557,443,57017,443,38022,18448,19574,53,57,27,26,allow,1,0,Potential Threat
15978,50584,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
64511,53,2785,53,305,102,203,2,30,1,1,allow,0,0,Normal
63569,62413,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
2437,23117,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
64613,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50509,443,29330,443,9535,1246,8289,29,77,15,14,allow,1,0,Potential Threat
64093,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
28033,443,38606,443,6305,2124,4181,20,16,10,10,allow,1,0,Potential Threat
50903,80,4352,80,8600,1437,7163,18,144,10,8,allow,1,0,Potential Threat
22835,51221,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
61463,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
62108,443,7391,443,9652,2914,6738,22,124,11,11,allow,1,0,Potential Threat
56369,53,3077,53,193,102,91,2,31,1,1,allow,0,0,Normal
33242,443,38172,443,14244,2907,11337,33,17,17,16,allow,1,0,Potential Threat
56217,53,54817,53,182,93,89,2,31,1,1,allow,0,0,Normal
64706,53,11232,53,179,94,85,2,29,1,1,allow,0,0,Normal
17824,53,17824,53,244,98,146,2,32,1,1,allow,0,0,Normal
64602,80,64602,80,18594,5204,13390,42,26,25,17,allow,1,0,Potential Threat
34979,80,8756,80,1150,465,685,14,268,5,9,allow,1,0,Potential Threat
